parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,msg,no need compute team member perm,Response=<:MAP:>,message,approve callback start,svc.ApproveCallback failed,approve status error,superiorAndDeputy empty,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,strconv.ParseIn<:updateFanweiEmployee failed:>,getBackupEm<:updateFanweiEmployee failed:>,callback status error,timestamp,unknown
5624,5624,5624,5624,2016,95,280,95,226,2016,54,95,189,189,189,95,95,280,54,28,28,0,95,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 14:38:00,0
5637,5635,5635,5635,2025,89,279,89,204,2025,75,89,179,179,179,89,89,279,75,28,28,0,89,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:40:00,0
5610,5612,5612,5612,2013,92,276,92,214,2013,62,92,192,192,192,92,92,276,62,31,31,0,92,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 14:42:00,0
5594,5591,5591,5591,2017,96,262,96,213,2017,49,96,191,191,191,96,96,262,49,27,27,0,96,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:44:00,0
5607,5611,5610,5610,2023,87,259,87,211,2023,48,87,187,187,187,87,87,259,48,27,27,0,87,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:46:00,0
5648,5648,5648,5648,2037,78,280,78,211,2037,69,78,186,186,186,78,78,280,69,31,31,0,78,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 14:48:00,0
5624,5624,5624,5624,2022,93,261,93,204,2022,57,93,188,188,188,93,93,261,57,27,27,0,93,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:50:00,0
4995,4996,4995,4995,1939,24,210,24,144,1939,66,24,117,117,117,24,24,210,66,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 14:52:00,0
5137,5137,5137,5137,2002,24,219,24,142,2002,77,24,118,118,118,24,24,219,77,26,26,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:54:00,0
5170,5170,5170,5170,2020,24,214,24,148,2020,66,24,119,119,119,24,24,214,66,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 14:56:00,0
5183,5184,5183,5183,2021,24,216,24,144,2021,72,24,119,119,119,24,24,216,72,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 14:58:00,0
5178,5178,5178,5178,2028,24,203,24,145,2028,58,24,119,119,119,24,24,203,58,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 15:00:00,0
5157,5157,5156,5156,2011,24,316,24,147,2011,169,24,118,118,118,24,24,316,169,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 15:02:00,0
5199,5199,5199,5199,2032,24,216,24,146,2032,70,24,120,120,120,24,24,216,70,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 15:04:00,0
5187,5188,5188,5188,2031,24,206,24,144,2031,62,24,119,119,119,24,24,206,62,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:06:00,0
5180,5176,5176,5176,2024,24,215,24,145,2024,70,24,118,118,118,24,24,215,70,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 15:08:00,0
5149,5152,5151,5151,2022,22,193,22,147,2022,46,22,118,118,118,22,22,193,46,30,30,0,22,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 15:10:00,0
5175,5174,5174,5174,2015,24,223,24,143,2015,80,24,118,118,118,24,24,223,80,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:12:00,0
5198,5201,5201,5201,2029,24,225,24,146,2029,79,24,119,119,119,24,24,225,79,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 15:14:00,0
5184,5184,5184,5184,2029,24,207,24,148,2029,59,24,119,119,119,24,24,207,59,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 15:16:00,0
5115,5115,5115,5115,1997,24,206,24,143,1997,63,24,117,117,117,24,24,206,63,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:18:00,0
5181,5180,5180,5180,2028,24,206,24,144,2028,62,24,120,120,120,24,24,206,62,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:20:00,0
5163,5163,5163,5163,2011,24,217,24,145,2011,72,24,119,119,119,24,24,217,72,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 15:22:00,0
5198,5197,5196,5196,2025,24,230,24,147,2025,83,24,119,119,119,24,24,230,83,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 15:24:00,0
5198,5201,5201,5201,2031,24,218,24,146,2031,72,24,119,119,119,24,24,218,72,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 15:26:00,0
5184,5182,5182,5182,2024,24,212,24,144,2024,68,24,119,119,119,24,24,212,68,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:28:00,0
5193,5193,5193,5193,2031,24,214,24,148,2031,66,24,119,119,119,24,24,214,66,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 15:30:00,0
5174,5176,5176,5176,2021,24,208,24,144,2021,64,24,120,120,120,24,24,208,64,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:32:00,0
5161,5161,5161,5161,2022,24,198,24,145,2022,53,24,119,119,119,24,24,198,53,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 15:34:00,0
5153,5152,5152,5152,2024,24,188,24,144,2024,44,24,118,118,118,24,24,188,44,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:36:00,0
5159,5159,5159,5159,2021,22,200,22,148,2021,52,22,118,118,118,22,22,200,52,31,31,0,22,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 15:38:00,0
5197,5198,5198,5198,2032,24,213,24,145,2032,68,24,118,118,118,24,24,213,68,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:40:00,0
5140,5139,5139,5139,2001,24,224,24,144,2001,80,24,117,117,117,24,24,224,80,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 15:42:00,0
5196,5197,5197,5197,2030,24,219,24,148,2030,71,24,119,119,119,24,24,219,71,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 15:44:00,0
5176,5176,5176,5176,2023,24,214,24,143,2023,71,24,118,118,118,24,24,214,71,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:46:00,0
5174,5174,5174,5174,2022,24,264,24,146,2022,118,24,118,118,118,24,24,264,67,29,29,0,24,5,5,4,4,3,0,2,2,2,0,0,1,2023-12-17 15:48:00,52
5161,5161,5161,5161,2020,24,201,24,144,2020,57,24,118,118,118,24,24,201,57,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:50:00,0
5171,5171,5170,5170,2028,24,202,24,148,2028,54,24,118,118,118,24,24,202,54,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 15:52:00,0
5210,5210,5210,5210,2032,24,232,24,145,2032,87,24,118,118,118,24,24,232,87,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 15:54:00,0
5157,5157,5157,5157,2011,24,210,24,144,2011,66,24,119,119,119,24,24,210,66,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 15:56:00,0
5166,5167,5167,5167,2023,24,203,24,147,2023,56,24,118,118,118,24,24,203,56,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 15:58:00,0
5202,5202,5202,5202,2030,24,221,24,146,2030,75,24,119,119,119,24,24,221,75,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:00:00,0
5172,5172,5172,5172,2017,24,412,24,144,2017,268,24,120,120,120,24,24,412,268,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:02:00,0
5202,5203,5202,5202,2032,22,322,22,146,2032,176,22,118,118,118,22,22,322,176,28,28,1,22,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:04:00,0
5134,5133,5133,5133,2011,24,205,24,146,2011,59,24,117,117,117,24,24,205,59,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 16:06:00,0
5187,5188,5188,5188,2028,24,210,24,145,2028,65,24,119,119,119,24,24,210,65,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 16:08:00,0
5147,5147,5147,5147,2028,24,170,24,145,2028,25,24,118,118,118,24,24,170,25,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:10:00,0
5160,5160,5160,5160,2024,24,197,24,148,2024,49,24,118,118,118,24,24,197,49,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 16:12:00,0
5155,5155,5155,5155,2014,24,207,24,143,2014,64,24,118,118,118,24,24,207,64,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:14:00,0
5189,5188,5188,5188,2031,24,207,24,145,2031,62,24,118,118,118,24,24,207,62,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:16:00,0
5198,5199,5199,5199,2033,24,220,24,147,2033,73,24,118,118,118,24,24,220,73,30,30,0,24,5,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:18:00,3
5176,5176,5176,5176,2028,24,203,24,147,2028,56,24,120,120,120,24,24,203,56,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 16:20:00,0
5153,5153,5153,5153,2018,24,196,24,145,2018,51,24,119,119,119,24,24,196,51,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:22:00,0
5192,5192,5192,5192,2031,24,212,24,145,2031,67,24,118,118,118,24,24,212,67,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:24:00,0
5173,5173,5173,5173,2019,24,218,24,148,2019,70,24,119,119,119,24,24,218,70,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 16:26:00,0
5162,5162,5162,5162,2008,24,219,24,143,2008,76,24,118,118,118,24,24,219,76,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:28:00,0
5126,5126,5126,5126,1998,22,218,22,144,1998,74,22,117,117,117,22,22,218,74,28,28,0,22,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 16:30:00,0
5192,5192,5192,5192,2032,24,207,24,144,2032,63,24,120,120,120,24,24,207,63,27,27,4,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:32:00,0
5198,5198,5198,5198,2031,24,220,24,149,2031,71,24,119,119,119,24,24,220,71,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 16:34:00,0
5186,5186,5186,5186,2023,24,214,24,144,2023,70,24,120,120,120,24,24,214,70,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:36:00,0
5195,5194,5194,5194,2030,24,216,24,145,2030,71,24,118,118,118,24,24,216,71,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:38:00,0
5203,5203,5203,5203,2033,24,225,24,148,2033,77,24,118,118,118,24,24,225,77,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 16:40:00,0
5182,5182,5182,5182,2013,24,229,24,145,2013,84,24,118,118,118,24,24,229,84,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 16:42:00,0
5186,5187,5187,5187,2022,24,226,24,144,2022,82,24,119,119,119,24,24,226,82,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:44:00,0
5181,5181,5181,5181,2026,24,206,24,144,2026,62,24,119,119,119,24,24,206,62,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:46:00,0
5183,5183,5183,5183,2030,24,212,24,148,2030,64,24,118,118,118,24,24,212,64,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 16:48:00,0
5188,5186,5186,5186,2022,24,224,24,144,2022,80,24,119,119,119,24,24,224,80,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:50:00,0
5118,5120,5120,5120,1998,24,205,24,144,1998,61,24,118,118,118,24,24,205,61,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 16:52:00,0
5184,5185,5184,5184,2032,22,206,22,145,2032,61,22,119,119,119,22,22,206,61,27,27,0,22,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:54:00,0
5191,5191,5191,5191,2030,24,214,24,148,2030,66,24,118,118,118,24,24,214,66,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 16:56:00,0
5176,5176,5176,5176,2026,24,200,24,144,2026,56,24,121,121,121,24,24,200,56,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 16:58:00,0
5182,5182,5182,5182,2019,24,221,24,145,2019,76,24,121,121,121,24,24,221,76,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 17:00:00,0
5142,5141,5141,5141,2006,24,209,24,146,2006,63,24,117,117,117,24,24,209,63,30,30,1,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 17:02:00,0
5191,5190,5190,5190,2028,24,316,24,145,2028,171,24,118,118,118,24,24,316,171,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 17:04:00,0
5163,5165,5165,5165,2019,24,203,24,144,2019,59,24,118,118,118,24,24,203,59,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:06:00,0
5167,5167,5167,5167,2020,24,208,24,145,2020,63,24,118,118,118,24,24,208,63,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 17:08:00,0
5189,5189,5189,5189,2027,24,215,24,147,2027,68,24,119,119,119,24,24,215,68,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 17:10:00,0
5130,5129,5129,5129,2018,24,173,24,144,2018,29,24,118,118,118,24,24,173,29,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:12:00,0
5174,5175,5175,5175,2025,24,206,24,145,2025,61,24,119,119,119,24,24,206,61,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 17:14:00,0
5158,5157,5157,5157,2007,24,231,24,148,2007,83,24,118,118,118,24,24,231,83,31,31,0,24,7,7,7,7,7,0,2,2,2,0,0,0,2023-12-17 17:16:00,0
5161,5161,5161,5161,2023,24,200,24,143,2023,57,24,118,118,118,24,24,200,57,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:18:00,0
5169,5170,5170,5170,2021,22,209,22,144,2021,65,22,119,119,119,22,22,209,65,27,27,0,22,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:20:00,0
5159,5159,5159,5159,2017,24,204,24,145,2017,59,24,118,118,118,24,24,204,59,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 17:22:00,0
5160,5159,5159,5159,2021,24,200,24,147,2021,53,24,118,118,118,24,24,200,53,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 17:24:00,0
5203,5204,5203,5203,2031,24,222,24,146,2031,76,24,118,118,118,24,24,222,76,28,28,0,24,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 17:26:00,0
5188,5189,5189,5189,2029,24,208,24,144,2029,64,24,119,119,119,24,24,208,64,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:28:00,0
5168,5168,5168,5168,2027,24,199,24,148,2027,51,24,118,118,118,24,24,199,51,31,31,0,24,7,7,7,7,6,0,2,2,2,0,0,1,2023-12-17 17:30:00,0
5185,5182,5182,5182,2026,24,209,24,145,2026,64,24,119,119,119,24,24,209,64,27,27,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:32:00,0
5181,5184,5184,5184,2030,24,204,24,145,2030,59,24,118,118,118,24,24,204,59,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 17:34:00,0
5167,5167,5167,5167,2016,24,215,24,147,2016,68,24,118,118,118,24,24,215,68,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 17:36:00,0
5180,5180,5180,5180,2028,24,207,24,145,2028,62,24,118,118,118,24,24,207,62,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-17 17:38:00,0
5164,5165,5164,5164,2012,24,225,24,143,2012,82,24,119,119,119,24,24,225,82,26,26,0,24,3,3,3,3,3,0,2,2,2,0,0,0,2023-12-17 17:40:00,0
5525,5525,5524,5524,2151,26,240,26,154,2151,86,26,127,127,127,26,26,240,86,30,30,0,26,4,4,4,4,3,0,2,2,2,0,0,1,2023-12-17 17:42:00,0
5202,5203,5203,5203,2032,24,217,24,148,2032,69,24,120,120,120,24,24,217,69,30,30,0,24,6,6,6,6,6,0,2,2,2,0,0,0,2023-12-17 17:44:00,0
